         symbol  pts     min         max           mean    stdev   skew         kurt      left  right 
         ZNF410    16   16.26       50.15         22.64     7.97    2.76       7.19    0.000  0.062 
        FAM91A1    15    5.58        8.95          7.40     1.16   -0.23      -1.18    0.000  0.062 
         TRIM42    16    0.00        0.00          0.00     0.00    3.61      11.07    0.000  0.000 
          TPSG1    16    0.04        0.56          0.16     0.12    2.20       5.00    0.000  0.000 
         TRIM43    16    0.00        0.02          0.00     0.01    3.13       8.65    0.000  0.000 
          ATOH7    16    0.00        0.06          0.02     0.02    1.24       1.04    0.000  0.000 
          ACAT1    14   18.53       28.06         24.50     3.52   -0.61      -1.12    0.000  0.125 
          ACAT2    14    9.22       19.45         15.40     3.00   -0.40      -0.68    0.062  0.125 
         ZNF573    16    0.29        0.98          0.56     0.23    0.46      -1.01    0.000  0.000 
          ATOH1    16    0.00        0.01          0.00     0.00    3.61      11.07    0.000  0.000 
         RNF152    16    0.59        2.14          1.22     0.39    0.57       0.24    0.000  0.000 
        CD200R1    16    0.16        1.82          0.83     0.44    0.62      -0.25    0.000  0.000 
          LIMD1    16    6.96       23.28         14.39     5.19    0.05      -1.12    0.000  0.000 
         RNF151    16    0.00        0.07          0.01     0.02    2.19       4.65    0.000  0.000 
         RNF157    16    0.41        1.34          0.83     0.24    0.32      -0.05    0.000  0.000 
          ATOH8    16    3.51       32.87         13.14     7.94    1.00       0.41    0.000  0.062 
           PEX1    16    2.30        4.05          3.03     0.50    0.59      -0.48    0.000  0.062 
           PSG9    16    0.00        0.02          0.01     0.01    0.41      -0.36    0.000  0.000 
        TMEM177    16    1.08        3.20          2.01     0.58    0.45      -0.33    0.000  0.000 
       MARVELD3    16    1.59        3.83          2.79     0.64   -0.04      -0.62    0.000  0.000 
           CTF1    15    2.92        8.04          5.31     1.52    0.13      -0.93    0.000  0.062 
           HADH    15   13.91       24.53         20.02     3.12   -0.37      -0.93    0.000  0.062 
          MECP2    16    5.76       13.27          9.70     2.11   -0.07      -0.50    0.000  0.000 
           PEX3    14    4.59        6.61          5.70     0.69   -0.44      -1.07    0.000  0.125 
           LDLR    16   32.89      190.27         79.91    41.00    1.27       1.35    0.000  0.062 
       HSD17B11    15   33.09       78.02         55.22    13.79    0.31      -0.96    0.000  0.062 
          TRIM8    16   26.79       47.93         37.74     6.08   -0.27      -0.66    0.000  0.000 
          TSPY3    16    0.00        0.01          0.00     0.00    3.61      11.07    0.000  0.000 
          TSPY1    16    0.00        0.01          0.00     0.00    2.33       3.57    0.000  0.000 
          OR8S1    16    0.00        0.02          0.00     0.01    1.21      -0.43    0.000  0.000 
          IL2RA    16    0.42        3.47          1.38     0.92    1.03       0.07    0.000  0.000 
          IL2RB    16    3.03       11.75          6.63     2.66    0.33      -0.93    0.000  0.000 
          TRPV6    16    0.11        0.53          0.28     0.13    0.82      -0.55    0.000  0.000 
         RAB33A    16    0.20        0.86          0.48     0.18    0.35      -0.66    0.000  0.000 
           PEX7    16    2.71        5.54          4.35     0.77   -0.42      -0.50    0.062  0.000 
         TAS2R8    16    0.00        0.01          0.00     0.00    3.61      11.07    0.000  0.000 
          IL2RG    16   30.06       68.29         50.62    11.78    0.03      -1.10    0.000  0.000 
         NUP210    15    5.70       25.78         19.37     5.06   -1.12       1.65    0.062  0.062 
        SLC17A6    16    0.00        0.00          0.00     0.00    2.28       3.23    0.000  0.000 
        SLC17A7    16    0.14        0.63          0.29     0.13    1.27       0.99    0.000  0.000 
        SLC17A1    16    0.00        0.01          0.00     0.00    1.36       0.47    0.000  0.000 
        SLC17A2    16    0.00        0.02          0.00     0.00    2.25       4.24    0.000  0.000 
        SLC17A3    16    0.01        0.10          0.04     0.02    1.00       0.33    0.000  0.000 
          MDH1B    16    0.09        3.41          1.22     1.14    0.61      -0.92    0.000  0.000 
         RBMXL2    16    0.00        0.05          0.01     0.01    1.44       1.74    0.000  0.000 
         SETDB2    15    2.69        5.40          4.35     0.79   -0.73      -0.34    0.062  0.062 
        RARRES3    16   49.04      110.92         77.62    21.32    0.29      -1.24    0.000  0.000 
       CDK5RAP2    16    4.31        9.62          7.28     1.51   -0.54      -0.58    0.000  0.000 
         CHAF1A    16    1.12        2.86          1.99     0.55    0.13      -1.05    0.000  0.000 
       CDK5RAP1    16    5.06        8.20          6.90     0.78   -0.65       0.34    0.062  0.000 
           RPN1    14   95.94      114.95        106.40     5.23   -0.30      -0.63    0.062  0.125 
         SYCE1L    16    0.10        0.70          0.36     0.16    0.49      -0.35    0.000  0.000 
       NUDT16L1    16    5.57        9.68          7.63     1.19   -0.10      -0.75    0.000  0.000 
           MYF5    16    0.00        0.01          0.00     0.00    3.61      11.07    0.000  0.000 
           ITCH    16    6.05       10.90          8.10     1.46    0.41      -1.02    0.000  0.000 
         ZNF207    13   31.13       41.52         36.20     3.72   -0.07      -1.38    0.000  0.188 
         CHMP4B    16   56.46       86.06         70.30     9.21    0.18      -1.02    0.000  0.000 
       CCDC144A    16    0.05        0.29          0.13     0.07    1.29       0.88    0.000  0.000 
            BAX    16   23.66       45.18         34.95     6.20   -0.14      -0.69    0.000  0.000 
           NPPC    16    0.00        0.09          0.02     0.03    1.45       0.62    0.000  0.000 
            BAD    16   16.93       37.05         27.26     5.51   -0.06      -0.57    0.000  0.000 
           IARS    14   10.51       19.70         15.92     2.74   -0.37      -0.65    0.000  0.125 
          BHMT2    16    0.77        2.89          1.59     0.62    0.44      -0.72    0.000  0.000 
        PRKCDBP    16    7.42       21.19         14.87     4.23   -0.18      -0.94    0.000  0.000 
         COBLL1    16    7.29       14.07         10.48     2.09    0.43      -1.02    0.000  0.000 
        SLC37A2    16    3.15       11.08          6.25     2.56    0.61      -0.83    0.000  0.000 
          CDK18    16    5.12       14.38          9.65     2.71    0.02      -0.64    0.000  0.000 
          CDK19    16    2.40        5.62          3.88     0.90    0.24      -0.66    0.000  0.000 
          GFI1B    16    0.07        0.56          0.28     0.16    0.63      -1.05    0.000  0.000 
          MYOD1    16    0.00        0.00          0.00     0.00    3.61      11.07    0.000  0.000 
          PMPCA    16   11.69       17.83         14.56     1.64    0.26      -0.55    0.000  0.000 
          CDK12    16    3.38        6.54          5.03     0.90    0.10      -0.79    0.000  0.000 
          CDK13    15    4.73        9.44          7.44     1.30   -0.43      -0.29    0.062  0.062 
          CDK10    14    8.21       12.17         10.38     1.20   -0.43      -0.67    0.000  0.125 
           SRRT    16   10.57       15.90         13.86     1.58   -0.38      -0.74    0.062  0.000 
          CDK16    16   13.36       19.47         16.91     1.85   -0.43      -0.76    0.000  0.000 
          CDK17    16    9.81       30.78         15.99     6.17    1.37       0.74    0.000  0.125 
          CDK14    16    7.40       17.70         11.06     3.09    0.92       0.03    0.000  0.062 
          CDK15    16    0.08        0.92          0.36     0.22    0.87       0.70    0.000  0.000 
         GPR126    15    4.17       11.74          6.99     2.37    0.93      -0.38    0.000  0.125 
         GPR124    16    4.28       16.17         10.08     3.61    0.18      -1.08    0.000  0.000 
           GZF1    15    2.72        3.97          3.23     0.40    0.58      -0.86    0.000  0.062 
         GPR123    16    0.00        0.32          0.09     0.08    1.01       1.03    0.000  0.000 
       ATP6V1B1    16    0.23        1.81          0.93     0.52    0.45      -1.29    0.000  0.000 
       ATP6V1B2    16   31.85       64.04         49.14     9.24   -0.09      -0.76    0.000  0.000 
          AASDH    16    1.50        3.85          2.82     0.60   -0.20      -0.22    0.000  0.000 
        PIP5KL1    16    0.28        1.13          0.66     0.27    0.24      -0.96    0.000  0.000 
         GPR128    16    0.00        0.01          0.00     0.00    1.78       1.45    0.000  0.000 
         KCNAB1    16    0.73        4.44          2.12     1.16    0.78      -0.44    0.000  0.000 
         ZNF304    16    1.98        3.95          2.79     0.58    0.52      -0.13    0.000  0.000 
          BFSP2    16    0.00        0.13          0.04     0.03    1.57       2.30    0.000  0.000 
         ZNF302    14    3.38        7.18          5.40     1.14   -0.26      -0.89    0.000  0.125 
          BFSP1    16    0.61        2.42          1.20     0.53    0.98       0.01    0.000  0.000 
          P2RY8    16    1.05        6.66          2.42     1.40    2.07       3.60    0.000  0.000 
        TP53TG5    16    0.04        0.31          0.19     0.07   -0.13      -0.69    0.000  0.000 
         KCNAB3    16    0.08        0.46          0.17     0.10    1.74       2.79    0.000  0.000 
            STS    16   36.28      112.82         74.17    22.16    0.06      -0.99    0.000  0.000 
          MMP25    12    0.86        3.76          1.92     0.98    0.65      -0.85    0.000  0.000 
          MMP24    16    3.62       10.84          7.35     2.02   -0.19      -0.79    0.000  0.000 
          MMP27    16    0.00        0.07          0.01     0.02    2.77       6.79    0.000  0.000 
         KCNAB2    16    6.36       19.04         13.09     3.33   -0.05      -0.24    0.062  0.000 
          MMP21    16    0.00        0.10          0.04     0.03    0.69      -0.79    0.000  0.000 
          MMP20    16    0.00        0.00          0.00     0.00    3.61      11.07    0.000  0.000 
         HOXB13    16    0.00        0.01          0.00     0.00    0.93      -0.45    0.000  0.000 
         ZC3H13    16    6.20       19.13         12.51     3.69    0.21      -0.93    0.000  0.000 
          RPL15    15  191.78      436.94        339.22    59.89   -0.68       0.72    0.062  0.062 
            TFG    15   27.52       36.13         31.54     3.10    0.19      -1.43    0.000  0.062 
          HVCN1    16    5.53       14.40          8.31     2.63    1.22       0.28    0.000  0.062 
          TSSK4    16    0.21        0.77          0.49     0.17    0.07      -1.14    0.000  0.000 
         TOMM34    15    7.90       15.83         12.51     2.32   -0.27      -0.86    0.000  0.062 
         PIH1D1    16   21.59       33.30         26.42     4.27    0.49      -1.28    0.000  0.000 
           RND1    12    0.87       45.04         21.54    15.65    0.16      -1.29    0.000  0.250 
           RND2    16    0.24        0.87          0.52     0.19    0.25      -1.07    0.000  0.000 
           RND3    16    9.04       29.99         17.66     6.59    0.35      -1.18    0.000  0.000 
            NCL    16   99.49      153.74        134.57    15.36   -0.67      -0.23    0.062  0.000 
        SPATA24    16    1.13        2.70          1.80     0.55    0.41      -1.38    0.000  0.000 
       CTNNBIP1    15    6.63       22.36         14.99     4.79   -0.26      -1.03    0.000  0.062 
         PPP3CA    15   10.72       16.28         13.48     1.74    0.31      -1.05    0.000  0.062 
         PPP3CB    14   12.09       16.79         14.81     1.34   -0.29      -0.41    0.062  0.125 
         PPP3CC    14    6.62        9.62          8.17     0.82    0.40      -0.12    0.000  0.125 
         ZNF821    16    1.67        3.15          2.46     0.48   -0.14      -1.26    0.000  0.000 
            LIF    16    1.20      125.57         16.23    32.41    2.68       6.32    0.000  0.062 
           UBTF    16    7.81       23.96         17.29     4.18   -0.52      -0.18    0.062  0.000 
           NCF1    14    4.38       18.38         12.93     4.49   -0.41      -1.09    0.000  0.125 
         LRRC41    15   18.04       24.04         21.94     1.81   -0.90      -0.20    0.062  0.000 
         LRRC40    16    2.34        5.57          3.99     0.92   -0.02      -0.74    0.000  0.000 
         LRRC43    16    0.09        3.38          1.17     1.20    0.91      -0.55    0.000  0.000 
         LRRC42    15    6.63       10.63          8.98     1.30   -0.77      -0.58    0.000  0.062 
         LRRC45    16    1.73        5.45          3.50     0.94    0.30      -0.23    0.000  0.062 
         MMP23B    16    3.77       11.89          6.78     2.41    0.86      -0.23    0.000  0.062 
         LRRC47    15    9.57       16.36         13.44     2.06   -0.55      -0.66    0.000  0.062 
         HDAC10    16    4.54        7.13          5.96     0.91   -0.24      -1.41    0.000  0.000 
         LRRC49    16    0.99        3.68          2.23     0.91    0.08      -1.45    0.000  0.000 
         LRRC48    14    0.40        6.11          2.74     2.23    0.30      -1.61    0.000  0.000 
        GPATCH4    16    6.47       14.41         10.08     2.28    0.40      -0.81    0.000  0.000 
          PRR21    16    0.00        0.00          0.00     0.00    0.00      -3.00    0.000  0.000 
         B3GNT4    16    0.01        0.22          0.11     0.05    0.13      -0.12    0.000  0.000 
         B3GNT5    15    6.33       20.73         11.45     4.67    0.77      -0.72    0.000  0.062 
         B3GNT6    16    0.17        0.55          0.30     0.10    1.11       0.76    0.000  0.000 
         B3GNT7    16   10.04       26.45         19.37     6.12   -0.23      -1.54    0.000  0.000 
          FNDC8    16    0.16        0.51          0.30     0.11    0.55      -0.79    0.000  0.000 
         B3GNT1    16    5.48       18.55         12.14     3.94    0.04      -0.69    0.000  0.000 
         B3GNT2    16   10.44       23.03         16.35     3.87    0.23      -1.00    0.000  0.000 
         B3GNT3    16    0.07        1.33          0.65     0.37    0.09      -0.85    0.000  0.000 
          FNDC4    16    0.46        4.09          1.97     0.90    0.70       0.14    0.000  0.000 
          FNDC5    16    0.41        3.48          1.29     0.83    1.20       0.90    0.000  0.000 
          FNDC7    16    0.00        0.02          0.00     0.01    1.08       0.22    0.000  0.000 
         B3GNT8    15    8.66       25.55         15.63     5.72    0.49      -1.25    0.000  0.062 
         B3GNT9    15    2.11        6.95          4.97     1.20   -0.74       0.50    0.062  0.062 
         ADRA2B    16    0.03        0.84          0.16     0.20    2.76       7.01    0.000  0.000 
         ADRA2C    16    0.60        2.66          1.32     0.58    0.76      -0.26    0.000  0.000 
         PWWP2B    15    3.75        6.98          5.21     0.92    0.39      -0.83    0.000  0.062 
         PWWP2A    16    1.93        4.16          3.28     0.65   -0.53      -0.77    0.062  0.000 
          FGFR1    16   22.51       44.71         34.71     6.81   -0.09      -1.15    0.000  0.000 
          STAT4    16    4.11       11.75          7.20     2.04    0.87       0.07    0.000  0.062 
         PCYT1A    15    7.43       12.47         10.11     1.54   -0.48      -0.78    0.000  0.062 
         TBCCD1    16    2.74        5.04          4.06     0.61   -0.39      -0.29    0.062  0.000 
          HTR1E    16    0.00        0.02          0.00     0.01    1.70       1.62    0.000  0.000 
          DAAM1    15    4.71       12.03          8.10     2.11    0.42      -0.81    0.000  0.062 
          DAAM2    15   11.96       29.82         19.23     5.75    0.49      -1.00    0.000  0.062 
       HLA-DRB1    16  700.96     2390.24       1570.20   469.68    0.04      -0.71    0.000  0.000 
           XAF1    14    5.07       14.23          9.32     2.65    0.23      -0.53    0.000  0.125 
           PWP2    16    5.09        8.03          6.67     0.85   -0.10      -0.92    0.000  0.000 
       HLA-DRB5    16  200.09     1164.21        444.20   306.29    1.44       0.70    0.000  0.125 
        CCDC152    16   18.44       44.37         33.26     8.24   -0.35      -1.09    0.000  0.000 
        CCDC153    16    0.76        6.49          2.75     1.79    0.80      -0.60    0.000  0.000 
        CCDC150    16    0.67        1.43          0.99     0.21    0.51      -0.03    0.000  0.000 
        CCDC151    16    0.05        4.33          1.35     1.47    0.99      -0.27    0.000  0.000 
           GUK1    16   69.88      124.55         89.75    18.36    0.94      -0.68    0.000  0.000 
        CCDC157    16    0.22        1.77          0.75     0.44    0.88       0.11    0.000  0.000 
        CCDC154    16    0.02        0.22          0.10     0.05    0.64       0.32    0.000  0.000 
        CCDC155    16    0.00        0.50          0.14     0.13    1.21       1.41    0.000  0.000 
        CCDC158    16    0.04        0.27          0.11     0.07    0.95       0.06    0.000  0.000 
        CCDC159    16    6.35       11.49          8.38     1.48    0.64      -0.54    0.000  0.062 
          SNX21    16    3.67        6.57          5.50     0.82   -0.60      -0.41    0.062  0.000 
          H1FNT    16    0.00        0.08          0.04     0.02    0.41      -0.82    0.000  0.000 
         TMCO5A    16    0.00        0.09          0.03     0.03    0.84      -0.97    0.000  0.000 
           SYT8    16    0.59        8.36          2.37     2.00    1.73       2.96    0.000  0.000 
           SYT9    16    0.01        0.15          0.06     0.04    1.21       0.41    0.000  0.000 
         LRRC4C    16    0.16        1.29          0.54     0.34    0.99      -0.14    0.000  0.000 
         LRRC4B    16    0.55        1.89          1.07     0.37    0.77      -0.08    0.000  0.000 
          MTCH2    13   13.49       17.77         15.53     1.51    0.17      -1.33    0.000  0.188 
            FN1    14  153.07      684.27        375.16   157.77    0.42      -0.69    0.000  0.125 
            ACR    16    0.14        0.72          0.41     0.17    0.31      -0.64    0.000  0.000 
           SYT1    16    0.14        0.56          0.36     0.14    0.09      -1.23    0.000  0.000 
           SYT2    16    0.03        0.12          0.08     0.02   -0.38      -0.69    0.000  0.000 
          OR6T1    16    0.00        0.02          0.00     0.01    3.61      11.07    0.000  0.000 
           SYT4    16    0.02        1.80          0.25     0.49    2.44       4.55    0.000  0.000 
           SYT5    16    0.00        0.15          0.04     0.04    1.24       1.13    0.000  0.000 
           SYT6    16    0.00        0.06          0.02     0.02    1.58       1.79    0.000  0.000 
           SYT7    16    0.53        1.90          0.97     0.42    1.06      -0.15    0.000  0.000 
            SYK    16    8.10       19.73         14.46     3.31   -0.15      -0.78    0.000  0.000 
            RHO    16    0.00        0.04          0.00     0.01    3.11       8.75    0.000  0.000 
       PRAMEF17    16    0.00        0.01          0.00     0.00    2.29       3.30    0.000  0.000 
          MEP1A    16    0.01        0.09          0.05     0.02    0.30      -0.90    0.000  0.000 
          MEP1B    16    0.00        0.02          0.01     0.01    0.67      -0.98    0.000  0.000 
          TASP1    16    4.66        8.66          6.50     1.16    0.17      -0.86    0.000  0.000 
             TG    16    0.02        0.26          0.12     0.08    0.38      -1.07    0.000  0.000 
         ZNF621    16    1.63        3.35          2.40     0.57    0.45      -0.99    0.000  0.000 
         KISS1R    16    0.00        0.06          0.02     0.02    0.73      -0.69    0.000  0.000 
           PER3    14    1.98       11.52          5.39     3.13    0.71      -0.83    0.000  0.125 
          FUBP3    16   14.48       22.00         17.81     2.29    0.49      -0.73    0.000  0.000 
          ATP5L    15   44.23       75.28         61.40     8.60   -0.09      -0.65    0.000  0.062 
           COLQ    16    0.18        0.82          0.46     0.15    0.49       0.68    0.000  0.000 
         SCHIP1    16    5.10       13.77          8.39     2.49    1.00      -0.09    0.000  0.062 
           SPZ1    16    0.00        0.01          0.00     0.00    2.29       3.29    0.000  0.000 
          ATP5B    14  145.33      198.80        174.84    17.53   -0.34      -1.11    0.000  0.125 
       FAM189A2    16    4.70       36.21         22.32     9.17   -0.39      -0.88    0.000  0.000 
       FAM189A1    16    0.27        1.32          0.64     0.32    0.67      -0.60    0.000  0.000 
           SSH1    14   20.51       33.98         27.12     4.56    0.11      -1.45    0.000  0.125 
          MARCO    16   19.61      277.64        172.16    70.11   -0.47      -0.35    0.062  0.000 
          SAP30    15    2.52        4.67          3.29     0.73    0.74      -0.88    0.000  0.062 
          TRIM5    15    9.03       20.36         14.68     2.73    0.22       0.28    0.062  0.125 
            HFE    15    3.14        5.53          3.98     0.77    0.74      -0.80    0.000  0.125 
         CNTROB    16    7.42       15.58         11.38     2.72    0.03      -1.34    0.000  0.000 
          PALMD    16    8.86       35.54         17.18     6.77    1.21       1.41    0.000  0.062 
          HSFX1    16    0.05        0.34          0.20     0.08   -0.24      -0.94    0.000  0.000 
          ATP5E    16  205.45      379.48        265.48    49.92    1.09       0.11    0.000  0.062 
         ANGPT2    16    0.87        3.90          1.99     1.02    0.64      -0.74    0.000  0.000 
         ANGPT1    13    5.30       14.03          9.21     2.57    0.24      -0.60    0.000  0.188 
         ANGPT4    16    0.10        2.54          0.91     0.65    0.90       0.43    0.000  0.000 
          PALM3    16    0.72        4.98          2.84     1.59    0.02      -1.53    0.000  0.000 
          PALM2    16    0.14        0.46          0.27     0.10    0.36      -0.96    0.000  0.000 
            OXT    16    0.00        0.08          0.02     0.03    0.72      -0.54    0.000  0.000 
          DUPD1    16    0.00        0.06          0.01     0.02    2.36       4.57    0.000  0.000 
          OR5T1    16    0.00        0.01          0.00     0.00    3.61      11.07    0.000  0.000 
          PRRX1    16    2.95       14.59          7.73     4.08    0.54      -1.15    0.000  0.000 
          OR5T2    16    0.00        0.00          0.00     0.00    0.00      -3.00    0.000  0.000 
         MANSC1    16    8.97       17.87         13.33     2.67   -0.05      -1.02    0.000  0.000 
          SSTR5    16    0.00        0.03          0.01     0.01    0.96      -0.18    0.000  0.000 
          TRIM7    16    0.33        1.26          0.71     0.22    0.94       1.01    0.000  0.000 
          NIPA1    16    1.86        3.73          2.91     0.60   -0.19      -0.90    0.000  0.000 
           TBK1    16    5.73       11.28          7.97     1.73    0.64      -0.75    0.000  0.000 
          SUSD2    16   52.64      219.49        144.90    51.39   -0.07      -1.03    0.000  0.000 
           RGP1    15    3.53        7.56          5.56     1.22   -0.22      -0.87    0.000  0.062 
           FCF1    16   14.54       24.58         19.56     2.90   -0.10      -0.94    0.000  0.000 
          MPZL1    15   17.81       28.81         21.76     3.34    0.89      -0.20    0.000  0.125 
       ATP6V0A4    16    0.09        2.32          0.81     0.64    0.94      -0.05    0.000  0.000 
         PLXNA4    16    0.24        3.85          1.41     1.03    1.33       0.83    0.000  0.000 
       ATP6V0A1    15   13.96       23.51         19.15     3.04   -0.01      -1.25    0.000  0.062 
       ATP6V0A2    16    4.30        6.50          5.15     0.62    0.56      -0.16    0.000  0.062 
          GPR98    16    1.03        3.78          2.22     0.91    0.10      -1.21    0.000  0.000 
          GPR97    16    0.38        7.35          2.06     2.09    1.19       0.47    0.000  0.000 
       SLC22A15    16    1.41        3.79          2.30     0.76    0.58      -0.91    0.000  0.000 
         GUCA1A    16    0.00        0.13          0.02     0.03    3.25       9.38    0.000  0.000 
         GUCA1C    16    0.00        0.00          0.00     0.00    0.00      -3.00    0.000  0.000 
         GUCA1B    16    0.18        0.53          0.34     0.10    0.23      -0.88    0.000  0.000 
          KRT75    16    0.00        0.39          0.05     0.09    3.23       9.29    0.000  0.000 
          KRT74    16    0.00        0.01          0.00     0.00    1.68       1.35    0.000  0.000 
          KRT77    16    0.00        0.02          0.00     0.00    1.69       1.81    0.000  0.000 
          KRT76    16    0.00        0.05          0.01     0.01    2.99       8.27    0.000  0.000 
          KRT71    16    0.00        0.03          0.00     0.01    2.51       5.96    0.000  0.000 
          KRT73    16    0.00        0.03          0.01     0.01    1.22       0.78    0.000  0.000 
          KRT72    16    0.00        0.04          0.02     0.01    0.04      -0.58    0.000  0.000 
         GPR148    16    0.00        0.01          0.00     0.00    1.61       0.61    0.000  0.000 
            ATM    14   24.37       47.59         34.49     7.03    0.38      -0.83    0.000  0.125 
          KRT79    16    0.04        1.60          0.43     0.48    1.48       0.81    0.000  0.000 
          KRT78    16    0.00        0.07          0.02     0.02    1.14      -0.10    0.000  0.000 
         TBC1D5    15    6.61       13.10         10.24     1.97   -0.04      -0.90    0.000  0.062 
          SMPD4    14    8.50       11.28         10.06     1.12   -0.40      -1.57    0.000  0.062 
            ATR    16    1.87        4.49          2.78     0.72    1.35       1.18    0.000  0.000 
         ADAM33    16    0.90        7.38          2.91     1.55    1.38       2.40    0.000  0.000 
          ACOXL    16    1.62        6.47          4.14     1.62   -0.08      -1.32    0.000  0.000 
          SMPD2    15    3.75       10.26          7.28     1.73   -0.19      -0.37    0.062  0.062 
          BRIP1    16    0.23        0.84          0.46     0.17    1.19       0.64    0.000  0.000 
         PDE11A    16    0.14        0.32          0.20     0.05    1.00       0.09    0.000  0.000 
         ITGBL1    12    7.34       18.30         11.77     3.34    0.87      -0.18    0.000  0.250 
         ZDHHC3    14    9.00       14.08         11.65     1.54   -0.22      -1.07    0.000  0.125 
         ZNF571    16    0.74        2.04          1.63     0.37   -1.02       0.25    0.000  0.000 
         ATP5A1    15  107.02      177.77        145.13    20.62    0.06      -0.85    0.000  0.062 
           HFE2    16    0.00        0.03          0.01     0.01    0.46      -0.25    0.000  0.000 
          SASH3    16   12.53       30.13         22.55     4.99   -0.22      -0.62    0.062  0.000 
          RAB30    16    1.07        5.31          2.51     1.31    0.85      -0.58    0.000  0.000 
          TTC28    16    2.19        6.66          4.32     1.32    0.43      -0.74    0.000  0.000 
           AAMP    15   27.47       39.93         35.26     4.02   -0.51      -0.83    0.000  0.062 
          TTC24    16    0.00        0.33          0.06     0.08    2.75       7.14    0.000  0.000 
          TTC25    16    0.32        8.25          3.04     2.83    0.81      -0.69    0.000  0.000 
          TTC26    16    1.09        4.86          2.58     1.28    0.51      -1.09    0.000  0.000 
          DOT1L    15    2.44        8.85          4.97     1.81    0.77      -0.08    0.000  0.125 
          TTC22    16    0.44        1.80          1.09     0.38    0.06      -0.77    0.000  0.000 
         ZNF572    16    0.07        0.56          0.29     0.13    0.34      -0.52    0.000  0.000 
          TCL1B    16    0.10        0.23          0.18     0.04   -0.40      -0.88    0.000  0.000 
           CARS    16    8.80       11.93         10.63     0.89   -0.52      -0.45    0.062  0.000 
         PODXL2    16    1.09        3.05          1.87     0.59    0.49      -0.73    0.000  0.000 
           IL6R    16    6.76       18.24         11.17     4.26    0.58      -1.25    0.000  0.000 
          WDR13    16   24.14       39.07         30.84     4.30    0.25      -0.82    0.000  0.000 
           ENO1    16  288.64      966.46        471.84   165.27    1.83       3.14    0.000  0.062 
           ENO2    16    8.41       18.89         13.33     3.35    0.21      -1.02    0.000  0.000 
           ENO3    16    0.49        1.61          0.89     0.30    1.02       0.15    0.000  0.000 
          TRAM2    15    6.81       18.34         13.39     3.17   -0.33      -0.65    0.062  0.062 
          SYCP2    16    0.24        0.78          0.37     0.15    1.40       1.37    0.000  0.000 
           NPAT    16    2.63        7.42          5.04     1.36    0.23      -0.79    0.000  0.000 
          TAOK2    16    9.46       19.49         15.05     3.17   -0.28      -1.09    0.000  0.000 
          SYCP1    16    0.00        0.01          0.00     0.00    2.70       5.90    0.000  0.000 
         CNOT6L    16    8.10       13.58         10.79     1.73    0.18      -0.92    0.000  0.000 
          LLGL2    16    7.74       23.48         16.68     4.63   -0.30      -0.83    0.000  0.000 
       SLC22A18    16    2.10        7.11          4.71     1.53   -0.08      -1.03    0.000  0.000 
          ACOX2    16    2.61        6.26          3.98     1.08    0.86      -0.36    0.000  0.062 
          ACOX3    14    3.97        5.39          4.91     0.48   -0.75      -0.78    0.000  0.062 
       SLC22A14    16    0.00        0.05          0.02     0.01    0.93       0.39    0.000  0.000 
          ACOX1    16    7.02       13.44          9.77     1.77    0.63      -0.18    0.000  0.062 
       SLC22A12    16    0.00        0.01          0.00     0.00    1.05       0.41    0.000  0.000 
       SLC22A13    16    0.00        0.03          0.01     0.01    0.64      -0.96    0.000  0.000 
       SLC22A10    16    0.00        0.18          0.07     0.05    0.87      -0.32    0.000  0.000 
       SLC22A11    16    0.03        0.15          0.08     0.03    0.85       0.27    0.000  0.000 
          SSTR4    16    0.00        0.22          0.07     0.07    0.94      -0.40    0.000  0.000 
         NSMCE1    16   16.38       23.83         19.74     2.49    0.37      -1.15    0.000  0.000 
          CELF5    16    0.00        0.06          0.03     0.02    0.66      -0.73    0.000  0.000 
         ZNF394    16    5.51       10.42          8.15     1.32   -0.14      -0.60    0.000  0.000 
            CFD    16   30.55       97.21         66.19    18.66    0.07      -0.55    0.000  0.000 
           GAST    16    0.00        0.00          0.00     0.00    0.00      -3.00    0.000  0.000 
          PFDN1    15   31.45       46.34         37.39     4.74    0.58      -0.79    0.000  0.062 
           PTK2    14   15.00       23.69         19.72     3.08   -0.16      -1.36    0.000  0.125 
           PTK7    15   14.55       29.33         23.39     4.50   -0.48      -0.88    0.000  0.062 
           PTK6    16    1.56        4.35          2.80     0.66    0.61       0.64    0.000  0.000 
        RABGAP1    16    9.33       18.37         13.31     2.76    0.31      -0.97    0.000  0.000 
         PRKAA2    16    0.32        0.92          0.56     0.15    0.84       0.24    0.000  0.000 
         PRKAA1    15    9.18       14.04         11.92     1.55   -0.34      -1.10    0.000  0.062 
        ITGB3BP    15    4.39       10.50          6.65     1.88    0.76      -0.49    0.000  0.125 
          PFDN2    16   25.60       50.32         31.96     7.52    1.66       1.53    0.000  0.125 
          RCSD1    16    4.77       18.43         11.63     4.05    0.42      -0.73    0.000  0.000 
          CSTL1    16    0.15        0.51          0.28     0.10    1.02       0.39    0.000  0.000 
        GAL3ST1    16    0.28        1.12          0.59     0.24    0.62      -0.31    0.000  0.000 
           POMP    16   31.72       69.83         39.38     9.63    2.21       4.40    0.000  0.062 
        GAL3ST3    16    0.00        0.04          0.01     0.01    2.02       4.17    0.000  0.000 
