         symbol  pts     min         max           mean    stdev   skew         kurt      left  right 
          KAT2B   416    0.07        6.71          1.75     1.17    1.39       2.59    0.000  0.000 
         KLHL22   416    0.46       55.04         13.18     6.88    2.27       8.18    0.000  0.043 
            ZP4   416    0.00        0.17          0.00     0.01    8.71      95.33    0.000  0.000 
         TRIM21   416    0.65       30.99          7.81     3.77    1.85       6.32    0.000  0.036 
          DMXL1   415    0.58       12.91          4.46     2.10    0.81       0.79    0.000  0.041 
           OAS1   416    0.49      140.31         17.40    22.61    2.55       7.28    0.000  0.058 
           TLE3   415    0.79       34.07         11.24     5.51    1.23       2.17    0.000  0.048 
           OAS3   416    2.56      279.02         47.59    52.43    2.30       5.46    0.000  0.058 
           OAS2   416    0.40       88.30         10.93    13.33    2.72       9.58    0.000  0.048 
          IP6K1   416    1.10       38.11         11.94     4.68    1.84       6.27    0.002  0.036 
          RPP40   416    0.25       18.09          5.09     2.83    1.91       5.52    0.000  0.036 
           PAG1   416    0.05        8.34          0.71     0.68    5.63      47.87    0.000  0.000 
        STK11IP   416    0.52       23.40          8.48     3.49    1.05       2.01    0.002  0.043 
          NBPF4   416    0.00        6.27          0.08     0.37   12.45     193.24    0.000  0.000 
        SPAG11B   416    0.00      100.03          0.71     5.20   17.07     319.12    0.000  0.000 
           MTM1   416    0.16        8.18          1.77     1.03    1.94       7.49    0.000  0.000 
        PLEKHB1   414    0.23      132.29         22.62    19.16    1.95       5.90    0.000  0.048 
         TRIM22   415    0.49       33.28          8.99     6.53    1.34       1.94    0.000  0.058 
           OASL   412    0.06       36.69          4.26     5.66    2.73       8.28    0.000  0.065 
           CCIN   416    0.00        2.03          0.09     0.17    5.92      52.58    0.000  0.000 
        CSNK1G2   416    1.66       53.15         19.59     7.06    0.97       2.75    0.007  0.034 
        CSNK1G3   416    0.79       11.29          4.32     1.82    0.62       0.53    0.000  0.041 
         MOSPD3   415    1.15       41.50         19.26     6.67    0.60       0.29    0.002  0.034 
        CSNK1G1   416    1.72       29.41         10.93     5.16    0.67       0.18    0.000  0.043 
       SERPINB1   415    3.34      149.09         34.59    25.20    1.84       4.29    0.000  0.046 
          ANKK1   416    0.00        3.45          0.41     0.54    2.38       6.46    0.000  0.000 
       SERPINB3   416    0.00       26.57          0.96     3.02    5.75      39.39    0.000  0.000 
       SERPINB2   416    0.00        8.61          0.25     0.75    6.74      57.20    0.000  0.000 
       SERPINB5   416    0.00       51.90          2.20     4.71    5.14      37.43    0.000  0.000 
       SERPINB4   416    0.00       27.84          0.42     1.85   10.09     126.58    0.000  0.000 
       SERPINB7   416    0.00       13.72          0.23     0.95   10.14     122.05    0.000  0.000 
       SERPINB6   414    3.01       81.65         34.98    15.15    0.16      -0.22    0.007  0.019 
          OR9Q2   416    0.00        0.26          0.00     0.02   11.42     163.04    0.000  0.000 
         FAM76B   416    0.14        8.60          2.04     1.00    0.91       3.68    0.000  0.000 
         FAM76A   416    0.53        5.18          2.36     0.87    0.59       0.57    0.000  0.000 
          OR9Q1   416    0.00        2.22          0.09     0.18    8.17      83.81    0.000  0.000 
          PCGF5   415    1.26       11.12          4.59     1.78    0.72       0.52    0.000  0.043 
         CX3CR1   416    0.00        8.90          0.64     0.95    5.01      35.08    0.000  0.000 
         MAGED1   416    1.28      235.60         67.19    38.58    1.25       2.41    0.000  0.048 
         MAGED2   416    3.25      323.57         77.31    42.52    2.23       6.98    0.000  0.048 
         MAGED4   416    0.00       20.80          3.62     3.60    1.52       2.60    0.000  0.041 
          TAF11   416    2.35       42.23         17.17     6.38    0.86       1.09    0.005  0.043 
         ATP8B3   416    0.04       11.12          0.63     1.20    5.83      40.95    0.000  0.000 
         ATP8B2   416    1.53       74.46         16.10    10.76    1.85       5.19    0.000  0.041 
         ATP8B1   415    0.38       20.51          6.24     3.85    1.11       1.20    0.000  0.053 
          TAF10   416    6.42      240.46         86.75    31.84    0.98       1.96    0.002  0.041 
           EXD3   415    1.34       24.25          9.77     4.56    0.89       0.66    0.000  0.053 
           EXD2   416    0.17       14.40          6.24     2.40    0.54       0.12    0.002  0.041 
           EXD1   416    0.21        4.48          0.89     0.48    2.47      11.31    0.000  0.000 
         ATP8B4   416    0.00        1.40          0.20     0.17    2.75      12.34    0.000  0.000 
          DTHD1   416    0.00       16.48          0.69     1.73    5.67      41.69    0.000  0.000 
           STC1   416    0.26       96.74         12.17    14.56    2.93      10.43    0.000  0.046 
           STC2   416    0.17       86.24          9.07    11.15    3.99      20.75    0.000  0.029 
           ELP4   416    0.45       11.65          5.03     1.87    0.39       0.33    0.010  0.036 
           ELP3   415    2.40      165.85         30.30    29.14    2.16       5.39    0.000  0.060 
           ELP2   416    1.35       36.83         15.11     5.44    0.69       0.54    0.002  0.036 
         TRIM58   416    0.04       10.62          0.69     1.04    4.60      30.09    0.000  0.000 
         ASPHD2   416    0.04       11.01          1.71     1.28    2.24       9.69    0.000  0.000 
         ASPHD1   416    0.10       32.67          3.42     4.72    3.12      11.42    0.000  0.048 
          FBXL5   416    2.35       34.69         14.13     5.82    0.51       0.22    0.005  0.034 
            DES   415    0.01      472.86         18.97    57.00    5.34      32.00    0.000  0.036 
          FBXL4   416    0.26        8.30          2.95     1.32    0.84       1.27    0.000  0.000 
          DPPA2   416    0.00       67.01          0.44     3.89   14.12     220.49    0.000  0.000 
          DPPA3   416    0.00        0.20          0.01     0.03    2.63       8.36    0.000  0.000 
            DEK   415    1.87      130.21         24.92    18.30    1.91       5.56    0.000  0.050 
         SPRYD4   414    1.02       28.48          8.75     3.44    2.00       7.20    0.002  0.046 
         OR11L1   416    0.00        0.65          0.01     0.04   14.13     243.26    0.000  0.000 
          DPPA4   416    0.00       23.71          0.13     1.17   19.83     397.23    0.000  0.000 
          DPPA5   416    0.00        7.36          0.06     0.44   13.50     198.65    0.000  0.000 
         KLHDC4   416    0.92       26.37          9.28     3.99    0.99       2.03    0.002  0.038 
          FBXL6   416    0.58       59.36         17.30     8.02    1.69       4.83    0.002  0.046 
         KLHDC2   414    1.59       33.69         17.69     5.39    0.23      -0.13    0.007  0.031 
         KLHDC3   415    3.51      182.28         61.50    23.25    1.84       5.67    0.002  0.041 
          TLR10   416    0.08        1.62          0.40     0.21    2.44       9.14    0.000  0.000 
         KLHDC1   416    0.04        1.26          0.42     0.23    0.94       0.73    0.000  0.000 
          LRP5L   416    0.04       26.65          5.64     4.29    2.12       5.70    0.000  0.048 
      NIPSNAP3A   416    2.24       57.29         17.39     9.24    0.90       0.94    0.000  0.034 
          UBAP1   415    3.49       45.38         17.75     6.33    1.15       2.44    0.005  0.048 
         TRIM56   415    0.26       13.82          3.13     2.16    1.41       2.51    0.000  0.050 
         ZNF788   416    0.37       14.47          1.88     1.18    4.06      33.01    0.000  0.000 
          DPCR1   416    0.00        0.30          0.01     0.03    5.02      31.88    0.000  0.000 
          ASXL1   415    0.60       53.94         15.20     6.85    2.06       6.69    0.002  0.046 
           POLK   416    0.29        7.21          2.44     1.15    0.62       0.37    0.000  0.000 
          ASXL3   416    0.00        2.78          0.06     0.21    9.00      98.25    0.000  0.000 
          ASXL2   416    0.15        9.10          1.91     1.52    1.39       2.00    0.000  0.000 
          HDDC2   414    1.89       59.84         24.36     8.00    0.71       1.25    0.007  0.043 
          HDDC3   416    0.29       22.32          9.16     3.64    0.67       0.77    0.005  0.043 
         ZBTB39   416    0.11        5.39          1.31     0.81    1.63       3.68    0.000  0.000 
         ZBTB38   416    0.40       12.11          3.56     1.92    1.26       2.29    0.000  0.043 
      NIPSNAP3B   416    0.13        2.10          0.60     0.27    1.47       5.14    0.000  0.000 
          HTR2A   416    0.00        1.31          0.02     0.09   10.25     129.51    0.000  0.000 
          HTR2C   416    0.00        0.86          0.03     0.09    5.29      33.17    0.000  0.000 
          HTR2B   416    0.00       63.04          1.69     4.56   10.04     118.05    0.000  0.000 
        NEUROG3   416    0.00        2.52          0.04     0.22    9.27      93.11    0.000  0.000 
        NEUROG2   416    0.00       29.00          0.61     2.23    7.99      78.27    0.000  0.000 
           GBA2   416    0.67       42.52         12.54     4.52    1.65       6.81    0.007  0.036 
           GBA3   416    0.00        6.16          0.41     0.84    3.31      12.99    0.000  0.000 
         DDX60L   415    0.17       17.71          3.19     2.27    2.01       6.32    0.000  0.055 
         ZBTB34   416    0.06        4.98          1.33     0.64    2.01       6.72    0.000  0.000 
         ZBTB37   416    0.00        1.09          0.28     0.20    1.53       2.47    0.000  0.000 
         NECAB3   416    0.80       57.49         13.26     8.25    2.03       6.35    0.000  0.038 
         KLHL36   415    0.25       26.55          7.56     3.68    1.56       3.56    0.000  0.053 
        SPATA12   416    0.00        1.43          0.24     0.18    2.11       6.90    0.000  0.000 
         KLHL35   416    0.00       32.97          2.42     3.36    4.23      24.80    0.000  0.000 
         KLHL32   416    0.00        7.56          0.39     0.66    6.91      66.99    0.000  0.000 
         KLHL33   416    0.00        1.06          0.02     0.07   10.60     148.27    0.000  0.000 
         KLHL30   416    0.03        4.72          0.55     0.65    3.18      13.23    0.000  0.000 
         KLHL31   416    0.01        4.60          0.31     0.33    6.25      69.03    0.000  0.000 
         TMEM92   416    0.01        8.85          2.03     1.61    1.08       1.27    0.000  0.000 
        SPATA19   416    0.00        0.07          0.00     0.01   10.05     104.99    0.000  0.000 
         AGAP11   416    0.04        2.70          0.63     0.37    1.51       3.81    0.000  0.000 
           SGTB   416    0.17        6.32          1.02     0.65    3.31      18.50    0.000  0.000 
         NDUFV1   413    2.91      265.20         79.47    37.61    1.60       3.24    0.002  0.055 
         KLHL38   416    0.00        0.86          0.05     0.11    4.78      27.18    0.000  0.000 
           SGTA   416    2.82       88.54         39.73    12.50    0.59       1.03    0.010  0.038 
          EIF1B   414    1.99       52.54         18.44     8.92    0.96       1.16    0.000  0.046 
         TRIM48   416    0.00       18.91          0.11     1.32   14.03     197.12    0.000  0.000 
         MTNR1B   416    0.00        0.18          0.01     0.02    3.96      21.39    0.000  0.000 
         TRIM47   416    0.73       90.04         16.09    12.03    2.54      10.27    0.000  0.034 
         TRIM44   416    0.98       18.41          5.79     3.46    1.19       1.29    0.000  0.050 
           GBAS   415    3.15       53.53         25.06    10.56    0.44      -0.18    0.002  0.038 
           TLR8   416    0.00       23.31          0.22     1.16   19.13     378.39    0.000  0.000 
         TRIM40   416    0.00        0.68          0.02     0.04   10.65     158.11    0.000  0.000 
         TRIM41   416    0.61       21.02          9.46     2.84    0.75       1.34    0.014  0.036 
            IVD   414    0.92       23.47         12.60     4.05    0.26      -0.19    0.010  0.046 
          TBPL2   416    0.00        0.33          0.01     0.02    8.89     106.24    0.000  0.000 
           PEX2   413    1.17       15.53          6.61     2.49    0.31      -0.02    0.010  0.029 
           PEX5   416    0.56       33.98         10.16     4.30    1.60       5.46    0.002  0.038 
           PEX6   416    1.21       40.30         11.85     6.20    1.28       2.78    0.000  0.034 
            IVL   416    0.00       91.04          1.06     5.93   10.84     140.59    0.000  0.000 
           REG4   416    0.00       34.80          0.26     1.88   15.59     274.21    0.000  0.000 
          SCN3A   416    0.00       23.26          0.19     1.20   17.25     324.76    0.000  0.000 
          TRAF6   416    0.19        5.74          1.94     0.81    0.85       1.22    0.000  0.000 
           NRD1   416    2.46       80.84         30.81     8.48    1.10       4.97    0.010  0.026 
          SCN3B   416    0.00        6.89          0.17     0.61    8.40      76.80    0.000  0.000 
           ESAM   412    0.13       27.16          8.24     4.57    1.26       1.76    0.000  0.062 
        PPP2R1A   416    8.25      386.19        171.91    54.39    0.51       0.66    0.007  0.041 
         NECAB1   416    0.00        3.83          0.17     0.34    5.73      44.14    0.000  0.000 
           REV1   415    0.42       11.40          4.70     1.76    0.30       0.01    0.010  0.029 
           TFPT   416    1.47       79.62         21.40     9.10    1.73       6.39    0.002  0.029 
         ZNF583   416    0.07        2.97          0.80     0.42    1.46       3.83    0.000  0.000 
           PIGG   416    0.29       28.41          8.63     3.46    1.55       5.60    0.002  0.031 
         ZNF215   416    0.00        1.84          0.36     0.36    1.48       1.87    0.000  0.000 
           ERMN   416    0.00       27.80          1.95     3.68    4.22      22.28    0.000  0.000 
            ACE   415    0.46       57.24         14.01     9.74    1.98       4.56    0.000  0.055 
            ACD   416    0.41       22.38          8.17     3.44    0.95       1.36    0.002  0.050 
          ATP5S   416    0.30        9.62          3.08     1.04    1.32       5.80    0.005  0.026 
            NEB   416    0.06       13.35          1.31     1.62    3.48      15.64    0.000  0.000 
          ATP5I   414    8.18      506.30        172.74    81.26    1.25       2.11    0.002  0.053 
          ATP5H   416   13.81      320.17        148.43    54.44    0.44       0.38    0.019  0.026 
          ATP5O   416   10.34      269.06        115.75    39.81    0.81       0.98    0.002  0.043 
            ME3   415    0.16       19.21          4.70     3.27    1.60       3.66    0.000  0.041 
          GNAI2   415    9.51      258.26        105.42    38.56    1.06       1.91    0.002  0.053 
          ATP5D   414    7.53      340.26        129.36    61.27    0.81       0.53    0.000  0.048 
         GPR144   416    0.00        0.30          0.01     0.02    7.35      81.65    0.000  0.000 
         GPR146   414    0.07       14.09          3.64     2.38    1.55       2.98    0.000  0.046 
         GPR141   416    0.00        5.83          0.40     0.64    4.03      22.28    0.000  0.000 
         GPR142   416    0.00        0.41          0.02     0.05    5.25      34.74    0.000  0.000 
         GPR143   412    0.11       15.73          3.58     2.66    1.65       3.33    0.000  0.060 
       AURKAIP1   416    7.22      315.08         98.00    44.23    1.62       3.99    0.002  0.043 
           PBX2   414    1.77       73.71         22.47    10.43    1.87       5.05    0.000  0.055 
         SLC7A9   416    0.00        5.94          0.36     0.57    5.41      37.84    0.000  0.000 
          AFMID   412    5.25       37.76         15.31     5.83    1.10       1.43    0.000  0.053 
         GPR149   416    0.00        0.04          0.00     0.00    5.02      29.86    0.000  0.000 
           F8A1   416    0.55       30.54         11.63     4.63    1.16       2.68    0.007  0.036 
          HLA-B   416   35.00    11369.79       2109.75   1910.77    1.86       4.05    0.000  0.053 
         CITED2   411    0.89       46.81         11.93     8.47    1.45       2.56    0.000  0.062 
         CITED1   416    0.00       77.10          1.40     6.88    8.71      80.19    0.000  0.000 
         SLC7A4   416    0.00       25.37          1.74     2.92    4.17      24.03    0.000  0.000 
         CITED4   415    2.56      332.71         79.59    66.91    1.29       1.38    0.000  0.060 
          DAGLA   416    0.01        6.42          1.14     1.01    2.39       7.64    0.000  0.000 
     ST6GALNAC6   414    1.10       32.65         11.10     4.87    1.13       1.76    0.002  0.060 
          DAGLB   416    0.38       18.94          8.49     2.60    0.93       1.88    0.005  0.041 
          PFDN5   416   30.79      726.93        319.17   112.60    0.91       0.83    0.002  0.050 
          PFDN4   416    0.74       23.95          7.17     3.84    1.14       1.83    0.000  0.050 
          PFDN6   413    3.58      175.97         54.02    28.16    1.44       2.71    0.000  0.062 
          MTHFR   415    0.41       15.80          4.68     2.02    1.41       3.87    0.002  0.048 
          HLA-G   416    0.49      150.86         25.71    26.92    2.20       5.27    0.000  0.060 
            SP7   416    0.00       36.96          0.31     1.99   15.66     278.59    0.000  0.000 
        MAGEA11   416    0.00       32.20          1.08     4.13    5.18      29.92    0.000  0.000 
         SLC7A3   416    0.00       11.05          0.55     1.19    5.51      38.43    0.000  0.000 
          VCX3B   416    0.00       62.68          0.51     3.89   14.13     206.00    0.000  0.000 
        GAGE12J   416    0.00      104.00          0.88     7.57   12.48     164.45    0.000  0.000 
           DTNB   414    1.01       42.28         15.19     6.95    1.08       1.51    0.002  0.053 
          HLA-E   416    7.34      648.59        158.53   106.32    1.54       2.57    0.000  0.060 
           DTNA   416    0.01       15.47          0.83     1.61    4.63      29.27    0.000  0.000 
           ACHE   416    0.00       54.90          0.71     2.91   15.94     289.21    0.000  0.000 
           PRB2   416    0.00        1.72          0.02     0.12    9.88     109.25    0.000  0.000 
           FMN2   416    0.00       18.73          0.55     1.79    7.37      62.74    0.000  0.000 
        GAGE12D   404    0.00        5.47          0.22     0.69    5.59      33.56    0.000  0.000 
        GAGE12F   416    0.00       50.12          0.37     3.55   13.10     177.69    0.000  0.000 
           TAB1   416    0.60       22.81          9.43     3.13    0.65       0.84    0.002  0.031 
       CSNK1A1L   416    0.00        0.12          0.01     0.01    4.41      27.45    0.000  0.000 
          UBXN7   416    0.34       17.02          1.74     1.39    4.03      34.76    0.000  0.000 
           HIRA   416    0.51       28.62          9.40     5.03    1.24       1.87    0.000  0.046 
           RIN1   416    0.20       21.68          2.84     2.11    3.45      22.88    0.000  0.000 
        TBC1D9B   416    3.00       97.50         37.76    13.27    0.94       1.91    0.005  0.034 
           RIN3   416    0.69       15.47          5.31     2.62    1.09       1.65    0.000  0.046 
           RIN2   416    1.33       31.58          7.54     4.42    1.65       4.33    0.000  0.034 
            GDA   415    0.08      137.04         13.64    20.53    3.09      12.13    0.000  0.048 
         NCCRP1   416    0.02       85.89          2.85     7.56    6.88      58.46    0.000  0.000 
           WWOX   416    0.30       14.93          4.85     2.21    1.04       2.28    0.005  0.031 
          OTOL1   416    0.00        0.06          0.00     0.01    6.68      50.34    0.000  0.000 
          NSUN3   416    0.30        6.95          3.10     1.10    0.40       0.15    0.007  0.031 
           RNH1   416    3.42      145.86         67.37    24.07    0.36       0.33    0.014  0.034 
          RPS13   416  101.83     1566.29        669.51   251.60    0.59       0.35    0.002  0.041 
           CLPX   415    0.78       18.57          7.92     3.55    0.41      -0.44    0.002  0.034 
          RPS11   416  219.60     5405.48       2254.07   889.13    0.78       0.38    0.002  0.041 
          RPS10   415  122.68     2081.68        957.80   330.62    0.82       0.72    0.002  0.065 
          RPS17   416  162.41     3014.48       1128.17   471.73    1.13       2.29    0.002  0.038 
          LALBA   416    0.00        1.91          0.02     0.10   16.79     311.95    0.000  0.000 
          RPS15   416   78.28     3053.12       1073.83   480.17    1.13       2.10    0.002  0.036 
           CLPP   416    2.78      145.34         54.70    23.36    0.86       0.78    0.002  0.060 
           CLPS   416    0.00        4.84          0.18     0.40    6.27      57.63    0.000  0.000 
          RPS18   416  239.79    11028.11       3272.32   1624.19    1.82       5.05    0.000  0.036 
          LAMA2   416    0.00       26.80          0.88     1.76    8.86     114.19    0.000  0.000 
        SLC16A4   416    0.17       29.28          1.87     2.66    5.33      37.55    0.000  0.000 
          RIPK1   416    0.62       12.94          5.99     1.82    0.61       0.87    0.010  0.043 
          LATS2   416    0.20       10.72          2.29     1.32    2.33       8.73    0.000  0.000 
          LATS1   416    0.26        7.42          1.95     1.32    1.28       1.88    0.000  0.000 
          DDOST   416    4.69      389.88        174.10    61.83    0.59       0.42    0.007  0.034 
         SPRR1A   413    0.00       61.82          2.53     8.14    5.09      28.44    0.000  0.000 
           CLPB   416    0.11       19.77          5.63     2.82    1.45       3.15    0.000  0.043 
          PUSL1   415    0.88       32.36         11.58     5.69    0.98       0.96    0.000  0.050 
         SRCIN1   416    0.04        8.01          1.39     1.35    1.78       3.68    0.000  0.000 
          LAMA5   413    0.27       84.99         22.28    14.55    1.72       3.77    0.000  0.060 
         CRABP1   416    0.00      978.58         27.23    99.86    6.15      43.32    0.000  0.036 
         CRABP2   416    0.76     1402.60         93.24   150.53    4.10      23.98    0.000  0.036 
       SLC9A3R2   415    2.55      198.06         53.04    31.18    1.39       2.71    0.000  0.050 
       SLC9A3R1   415    7.26      293.36         76.56    56.45    1.31       1.33    0.000  0.070 
         PLCXD3   416    0.00        2.72          0.08     0.28    7.59      64.18    0.000  0.000 
         PLCXD1   416    0.88       45.22          6.31     6.01    3.62      16.64    0.000  0.046 
       POM121L2   416    0.00        0.35          0.02     0.04    3.31      13.53    0.000  0.000 
         ZNF417   416    0.36        5.87          1.72     0.78    1.41       4.30    0.000  0.000 
          TSSC4   416    1.50       86.26         23.77    10.07    2.01       7.14    0.005  0.046 
          TSSC1   414    0.83       40.61         16.33     5.38    0.77       1.51    0.007  0.038 
          RRAGD   416    0.06       20.41          2.63     2.68    2.59       9.34    0.000  0.000 
         GLIPR2   414    1.39       65.39         17.26    12.66    1.40       2.03    0.000  0.053 
          RRAGC   416    0.70       23.37          6.18     3.37    0.99       2.14    0.000  0.036 
         GLIPR1   416    0.34       14.45          3.57     2.08    1.56       3.59    0.000  0.043 
        PRAMEF3   416    0.00        0.40          0.01     0.04    6.21      47.09    0.000  0.000 
           TLR3   416    0.00       13.33          1.84     1.75    2.37       9.22    0.000  0.000 
         SSSCA1   416    2.92       86.13         33.59    12.36    1.30       2.61    0.002  0.038 
         POU4F1   416    0.00        1.97          0.08     0.22    5.40      33.95    0.000  0.000 
         POU4F2   416    0.00        0.13          0.00     0.01   11.27     165.63    0.000  0.000 
           GGT1   414    0.26      111.22         18.25    17.82    1.88       4.59    0.000  0.053 
           GGT6   416    0.16       57.42          8.68     8.28    2.06       5.59    0.000  0.050 
           GGT7   415    0.29       28.64          8.27     5.60    1.25       1.58    0.000  0.048 
         MCOLN3   416    0.00       12.14          1.10     1.68    2.89      10.95    0.000  0.000 
           FBF1   416    0.36       26.12         10.11     3.42    0.80       1.77    0.005  0.041 
          RASA4   416    0.41       26.63          5.76     3.48    2.48       9.18    0.000  0.041 
           HM13   414    4.28      279.94        104.92    41.57    1.27       2.53    0.002  0.046 
          RASA2   416    0.06        4.94          0.81     0.53    1.81       8.28    0.000  0.000 
          ACTN3   416    0.00        1.27          0.04     0.10    7.69      74.68    0.000  0.000 
      CCDC144NL   416    0.00        1.37          0.04     0.11    7.19      69.17    0.000  0.000 
          ACTN1   414    2.55      137.24         48.79    21.39    1.05       1.69    0.002  0.048 
          PTCH1   413    0.03       16.94          3.29     2.34    1.93       5.52    0.000  0.053 
        NGFRAP1   416    2.07      380.02        103.40    62.46    1.55       3.20    0.000  0.058 
          HAUS8   416    0.28       24.02          6.98     3.77    1.45       2.68    0.000  0.048 
          PTPRQ   416    0.00        0.25          0.02     0.04    3.01      11.42    0.000  0.000 
          ACTN4   416    8.63     1091.84        254.86   125.26    2.33      10.50    0.000  0.038 
           CLP1   413    0.43        9.90          4.65     1.70    0.31      -0.12    0.017  0.043 
         CMKLR1   416    0.02       29.20          0.94     1.69   12.21     190.85    0.000  0.000 
            EZR   416   17.56      401.88        114.05    70.92    1.30       1.69    0.000  0.060 
          PTPRG   416    0.11       23.04          4.84     3.93    1.75       3.82    0.000  0.050 
          PLAC9   416    0.00       10.81          0.96     1.39    3.66      17.00    0.000  0.000 
          PTPRD   416    0.00       18.27          0.61     1.28    7.80      92.10    0.000  0.000 
          PTPRC   415    0.12       54.65          7.80     8.50    2.55       8.14    0.000  0.053 
          PTPRB   416    0.08        6.32          1.21     0.81    2.31       8.54    0.000  0.000 
          PTPRA   413    0.59       34.09         17.49     5.39    0.52       0.27    0.007  0.065 
          HAUS7   416    0.86       33.67          8.95     4.42    2.26       7.85    0.000  0.036 
          PTPRO   416    0.00       30.78          0.65     2.21   12.55     165.27    0.000  0.000 
          PTPRN   416    0.00        7.47          0.21     0.56    7.71      79.30    0.000  0.000 
          PTPRM   415    0.12       46.13          6.73     6.95    2.40       8.55    0.000  0.046 
          DTWD2   416    0.20        3.99          1.36     0.67    0.88       1.02    0.000  0.000 
          DTWD1   416    0.41       11.08          3.58     1.66    0.65       1.54    0.000  0.026 
          IFT27   414    0.52       62.47         22.84    12.24    0.78       0.71    0.000  0.043 
          IFT20   416    1.93       43.53         18.43     5.56    0.46       1.36    0.010  0.024 
            CPM   414    0.24       89.91         12.70    17.22    2.37       5.88    0.000  0.072 
            CPO   416    0.00        2.27          0.12     0.19    5.74      51.50    0.000  0.000 
            CPD   416    1.14       83.36         13.66    10.98    2.50       9.51    0.000  0.041 
            CPE   415    0.18       69.75          8.92     9.92    3.13      12.85    0.000  0.048 
           TCN1   416    0.00       87.09          2.14     6.97    7.69      74.40    0.000  0.000 
            CPZ   414    0.02       50.95          6.43     6.91    2.94      11.74    0.000  0.048 
         GAPVD1   416    0.49       10.15          4.18     1.58    0.67       0.45    0.002  0.026 
         PRDM14   416    0.00        0.53          0.01     0.03   10.70     157.96    0.000  0.000 
          CASS4   416    0.00        3.75          0.16     0.25    9.36     113.04    0.000  0.000 
         RPL7L1   416    7.28      126.75         50.69    18.03    1.05       1.96    0.002  0.038 
        CYP46A1   416    0.13        9.80          1.06     0.74    4.89      47.97    0.000  0.000 
         N6AMT1   416    0.23        4.73          1.49     0.57    1.12       4.03    0.000  0.000 
         N6AMT2   415    0.73       13.14          6.47     2.57    0.37      -0.34    0.007  0.038 
          RTN4R   416    0.06       40.10          6.09     6.12    2.51       7.74    0.000  0.055 
           DMPK   415    0.89       30.66          9.93     5.21    1.19       1.53    0.000  0.060 
          RAD9B   416    0.09        1.40          0.45     0.22    1.41       2.19    0.000  0.000 
          UBXN8   415    0.36       14.95          3.92     2.24    1.70       4.25    0.000  0.050 
          BANK1   416    0.01        5.42          0.91     0.73    1.97       6.31    0.000  0.000 
          WASF3   416    0.04        6.92          1.36     1.21    1.73       4.04    0.000  0.000 
          SIRPG   416    0.00       24.80          1.44     2.61    4.99      32.34    0.000  0.000 
         PRSS36   416    0.07       22.56          0.60     1.18   16.26     291.69    0.000  0.000 
          DOC2A   414    0.37       22.39          4.07     2.75    2.36       9.02    0.000  0.053 
          OR5J2   416    0.00        0.22          0.01     0.02    6.13      49.17    0.000  0.000 
          DOC2B   416    0.01       56.75          1.53     3.37   11.30     172.70    0.000  0.000 
         PRSS35   416    0.00       22.01          0.29     1.32   12.47     186.18    0.000  0.000 
          TAF1B   415    0.43       10.63          3.29     1.75    1.17       1.96    0.000  0.048 
        RNASEH1   415    0.76       15.38          5.93     2.84    0.87       0.26    0.000  0.062 
           DMP1   416    0.00        0.35          0.02     0.03    4.64      33.69    0.000  0.000 
         GPR151   416    0.00        5.47          0.03     0.28   18.44     356.33    0.000  0.000 
          RRP7A   416    2.34       97.35         27.98    13.69    1.62       4.13    0.000  0.053 
        RPGRIP1   416    0.00        0.71          0.11     0.09    2.43       9.37    0.000  0.000 
         GPR150   416    0.00        0.59          0.01     0.04    9.63     116.68    0.000  0.000 
         ABLIM1   416    2.05      294.04         53.12    41.33    2.33       7.64    0.000  0.043 
         MAMSTR   416    0.05       18.45          1.36     2.18    4.58      26.41    0.000  0.000 
         ABLIM3   416    0.02       10.08          0.49     0.78    7.27      71.22    0.000  0.000 
           DLX5   416    0.07      380.51         90.29    76.24    1.12       1.08    0.000  0.050 
            PAH   416    0.00       21.21          0.11     1.05   19.44     386.21    0.000  0.000 
       SLC30A10   416    0.00        7.70          0.23     0.73    6.97      59.62    0.000  0.000 
         GPR156   416    0.00        4.21          0.16     0.30    7.04      77.61    0.000  0.000 
        FAM172A   416    0.45        9.75          2.97     1.54    0.97       1.26    0.000  0.000 
         PRSS38   416    0.00        6.62          0.03     0.33   20.02     402.67    0.000  0.000 
          LMTK3   416    0.01       33.18          1.69     1.96   10.46     160.76    0.000  0.000 
          LMTK2   416    0.01       12.38          1.56     1.24    2.42      14.20    0.000  0.000 
          TAF1D   416    1.07       56.10         18.20     9.05    0.75       1.03    0.000  0.031 
           UCP1   416    0.00        3.94          0.09     0.38    8.60      77.22    0.000  0.000 
          TOP2A   416    0.58      181.99         28.15    23.97    2.68      11.62    0.000  0.038 
           HHIP   416    0.00       55.96          0.92     2.97   15.65     282.63    0.000  0.000 
         SQSTM1   414    7.77      401.72        105.00    50.81    2.25       8.26    0.000  0.041 
          HMGN5   415    0.04       16.04          3.22     2.69    1.91       5.06    0.000  0.043 
          HMGN4   416    2.78       56.81         17.62     8.19    1.03       1.74    0.000  0.043 
          HMGN3   416    6.99      203.26         69.44    31.87    0.93       1.66    0.000  0.041 
          HMGN2   415   17.58      614.19        184.45    90.12    1.29       2.61    0.000  0.053 
          HMGN1   415   17.50      252.78        124.96    44.19    0.25      -0.16    0.010  0.038 
         NUDT11   416    0.00       16.52          0.49     1.39    7.59      69.65    0.000  0.000 
